FECHA;COMP.;CODIGO;CUENTA;CONCEPTO; DEBE ; HABER ;REFERENCIA
31/5/2024;84;5131010;Utilidades;2da QUINCENA MES 05-2024;32,5;;Nomina
31/5/2024;84;5131012;Aporte IVSS;2da QUINCENA MES 05-2024;28,6;;Nomina
31/5/2024;84;5131013;Aporte I.N.C.E                                    ;2da QUINCENA MES 05-2024;7,8;;Nomina
31/5/2024;84;5131014;Aporte FAOV                                     ;2da QUINCENA MES 05-2024;7,8;;Nomina
31/5/2024;84;2131002;Retenciones IVSS Empleados;2da QUINCENA MES 05-2024;;18;Nomina
31/5/2024;84;2131003;Retenciones SPF Empleados;2da QUINCENA MES 05-2024;;2,25;Nomina
31/5/2024;84;2131004;Retenciones FAOV Empleados;2da QUINCENA MES 05-2024;;6,25;Nomina
31/5/2024;84;2141001;Aportes IVSS Y SPF ;2da QUINCENA MES 05-2024;;28,6;Nomina
31/5/2024;84;2141002;Aportes FAOV ;2da QUINCENA MES 05-2024;;7,8;Nomina
31/5/2024;84;2141003;Aportes INCES ;2da QUINCENA MES 05-2024;;7,8;Nomina
31/5/2024;84;2161004;Vacaciones por pagar;2da QUINCENA MES 05-2024;;16,25;Nomina
31/5/2024;84;2161005;Utilidades por pagar;2da QUINCENA MES 05-2024;;32,5;Nomina
31/5/2024;84;2241001;Prestaciones Sociales por Pagar;2da QUINCENA MES 05-2024;;81,9;Nomina
31/5/2024;84;2161001;Nomina por Pagar;2da QUINCENA MES 05-2024;;4.744,70;Nomina
31/5/2024;84;5131006;Bonificaciones Contractuales             ;Mes mayo - 2024;16.905,30;;Pago
31/5/2024;84;2161001;Nomina por Pagar;Mes mayo - 2024;;16.905,30;Pago
31/5/2024;84;5131015;Impuesto de protección de las pensiones;DPP mes mayo 2024;2.992,63;;DPP
31/5/2024;84;2124010;Impuesto de protección a las pensiones por pagar;DPP mes mayo 2024;;2.992,63;DPP
31/5/2024;84;2114010;Otras Cuentas por Pagar ;pago facturas varias farmatodo, excelsior, plaza, farmatodo;3.937,69;;pago
31/5/2024;84;2114001;Cuentas por Pagar Directivos;pago facturas varias farmatodo, excelsior, plaza, farmatodo;;3.937,69;pago
31/5/2024;84;2124009;IVA Retenido a Proveedores;PAGO SENIAT;784,04;;BDV
31/5/2024;84;2161001;Nomina por Pagar;pago nomina ;793,18;;pago
31/5/2024;84;2114001;Cuentas por Pagar Directivos;pago nomina ;;793,18;pago
15/6/2024;85;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;162,11;;88986
15/6/2024;85;6121046;IGTF Moneda Nacional       ;FARMATODO, C.A. ;4,86;;88986
15/6/2024;85;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;4,86;88986
15/6/2024;85;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;162,11;88986
15/6/2024;85;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;461,63;;109282
15/6/2024;85;6121046;IGTF Moneda Nacional       ;FARMATODO, C.A. ;13,85;;109282
15/6/2024;85;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;13,85;109282
15/6/2024;85;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;461,63;109282
15/6/2024;85;6121027;Gastos Medicos;FARMACIA TRIALCA, C.A. ;92;;19001
15/6/2024;85;2114010;Otras Cuentas por Pagar ;FARMACIA TRIALCA, C.A. ;;92;19001
15/6/2024;85;6121044;Gastos Eventuales;GRUPO TOTAL 99, C.A. ;1.915,21;;4723
15/6/2024;85;2114010;Otras Cuentas por Pagar ;GRUPO TOTAL 99, C.A. ;;1.915,21;4723
15/6/2024;85;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;120,18;;58959
15/6/2024;85;6121046;IGTF Moneda Nacional       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;3,61;;58959
15/6/2024;85;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;3,61;58959
15/6/2024;85;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;120,18;58959
15/6/2024;85;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;226,46;;46638
15/6/2024;85;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;226,46;46638
15/6/2024;85;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;331,73;;29248
15/6/2024;85;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;331,73;29248
15/6/2024;85;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;693,39;;50447
15/6/2024;85;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;693,39;50447
15/6/2024;85;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;116,4;;65132
15/6/2024;85;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;116,4;65132
15/6/2024;85;6121027;Gastos Medicos;FARMACIA VIZCAYA 26, C.A. ;358,22;;8538
15/6/2024;85;2114010;Otras Cuentas por Pagar ;FARMACIA VIZCAYA 26, C.A. ;;358,22;8538
15/6/2024;85;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;120,05;;23638
15/6/2024;85;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;120,05;23638
15/6/2024;85;6121023;Comidas, Viajes y Traslados                       ;DELI CORPORACION 01 LAS MERCEDES, C.A. ;230,2;;100002
15/6/2024;85;6121046;IGTF Moneda Nacional       ;DELI CORPORACION 01 LAS MERCEDES, C.A. ;5,48;;100002
15/6/2024;85;2114010;Otras Cuentas por Pagar ;DELI CORPORACION 01 LAS MERCEDES, C.A. ;;5,48;100002
15/6/2024;85;2114010;Otras Cuentas por Pagar ;DELI CORPORACION 01 LAS MERCEDES, C.A. ;;230,2;100002
15/6/2024;85;6121023;Comidas, Viajes y Traslados                       ;PAULAS BAKERY, C.A. ;301,37;;44913
15/6/2024;85;2114010;Otras Cuentas por Pagar ;PAULAS BAKERY, C.A. ;;301,37;44913
15/6/2024;85;6121018;Aseo Urbano                      ;INVERSIONES FOSPUCA BARUTA, C.A. ;6.503,86;;1000275030
15/6/2024;85;1141001;Crédito Fiscal IVA Compras;INVERSIONES FOSPUCA BARUTA, C.A. ;1.040,62;;1000275030
15/6/2024;85;2124009;IVA Retenido a Proveedores;INVERSIONES FOSPUCA BARUTA, C.A. ;;780,47;2,02E+13
15/6/2024;85;2122003;ISLR Retenido a Proveedores;INVERSIONES FOSPUCA BARUTA, C.A. ;;130,08;1000275030
15/6/2024;85;2114010;Otras Cuentas por Pagar ;INVERSIONES FOSPUCA BARUTA, C.A. ;;6.633,93;1000275030
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;10.603,90;1740
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.696,62;1740
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;12.300,52;;1740
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;2.586,31;1741
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;413,81;1741
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;3.000,12;;1741
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;3.026,12;1742
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;484,18;1742
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;3.510,30;;1742
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.039,28;2
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;806,28;2
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;5.845,56;;2
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.449,01;3
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.031,84;3
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;7.480,85;;3
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;7.112,68;4
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.138,03;4
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;8.250,71;;4
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.595,44;5
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;895,27;5
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;6.490,71;;5
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;3.129,57;6
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;500,73;6
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;3.630,30;;6
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;2.086,35;7
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;333,82;7
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;2.420,17;;7
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.026,43;8
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;804,23;8
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;5.830,66;;8
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.974,82;9
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;955,97;9
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;6.930,79;;9
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.742,99;10
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.078,88;10
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;7.821,87;;10
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;7.966,14;11
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.274,58;11
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;9.240,72;;11
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.500,55;12
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;880,09;12
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;6.380,64;;12
15/6/2024;85;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;4.362,42;13
15/6/2024;85;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;697,99;13
15/6/2024;85;1111001;Caja Principal;RESUMEN DEL DIA;5.060,41;;13
15/6/2024;85;4112004;Ingresos por Servicios Sector Privado Ptos. Fijos;INVERSIONES GONCONSULT 247, C.A.;;1.574,56;22738
15/6/2024;85;2121001;Débito Fiscal IVA;INVERSIONES GONCONSULT 247, C.A.;;251,93;22738
15/6/2024;85;1141002;Retención 75% IVA Clientes;INVERSIONES GONCONSULT 247, C.A.;188,95;;22738
15/6/2024;85;1142001;ISLR Retenido por Clientes;INVERSIONES GONCONSULT 247, C.A.;31,49;;22738
15/6/2024;85;1111001;Caja Principal;INVERSIONES GONCONSULT 247, C.A.;1.606,05;;22738
15/6/2024;85;4112004;Ingresos por Servicios Sector Privado Ptos. Fijos;CORPORACION PAYTECH C.A.;;9.698,75;22739
15/6/2024;85;2121001;Débito Fiscal IVA;CORPORACION PAYTECH C.A.;;1.551,80;22739
15/6/2024;85;1141002;Retención 75% IVA Clientes;CORPORACION PAYTECH C.A.;1.163,85;;2,02E+13
15/6/2024;85;1142001;ISLR Retenido por Clientes;CORPORACION PAYTECH C.A.;193,98;;22739
15/6/2024;85;6121040;Gastos de Bancarios y Pasarelas de pago                    ;CORPORACION PAYTECH C.A.;225,01;;22739
15/6/2024;85;1111001;Caja Principal;CORPORACION PAYTECH C.A.;9.667,71;;22739
15/6/2024;85;2121001;Débito Fiscal IVA;declaracion de iva ;14.796,05;;Iva
15/6/2024;85;1141001;Crédito Fiscal IVA Compras;declaracion de iva ;;1.040,62;Iva
15/6/2024;85;1141002;Retención 75% IVA Clientes;declaracion de iva ;;1.352,80;Iva
15/6/2024;85;2121003;IVA por Pagar;declaracion de iva ;;12.402,63;Iva
15/6/2024;85;1142004;ISLR Otros;Islr 1%;924,75;;Islr
15/6/2024;85;2124004;Islr 1% por pagar;Islr 1%;;924,75;Islr
15/6/2024;85;5131001;Sueldos Empleados                                ;1ra QUINCENA MES 06-2024;390;;Nomina
15/6/2024;85;5131005;Bono de Alimentación                     ;1ra QUINCENA MES 06-2024;4.372,80;;Nomina
15/6/2024;85;5131008;Prestaciones Sociales-Antiguedad               ;1ra QUINCENA MES 06-2024;81,9;;Nomina
15/6/2024;85;5131009;Vacaciones                                        ;1ra QUINCENA MES 06-2024;16,25;;Nomina
15/6/2024;85;5131010;Utilidades;1ra QUINCENA MES 06-2024;32,5;;Nomina
15/6/2024;85;5131012;Aporte IVSS;1ra QUINCENA MES 06-2024;28,6;;Nomina
15/6/2024;85;5131013;Aporte I.N.C.E                                    ;1ra QUINCENA MES 06-2024;7,8;;Nomina
15/6/2024;85;5131014;Aporte FAOV                                     ;1ra QUINCENA MES 06-2024;7,8;;Nomina
15/6/2024;85;2131002;Retenciones IVSS Empleados;1ra QUINCENA MES 06-2024;;14,4;Nomina
15/6/2024;85;2131003;Retenciones SPF Empleados;1ra QUINCENA MES 06-2024;;1,8;Nomina
15/6/2024;85;2131004;Retenciones FAOV Empleados;1ra QUINCENA MES 06-2024;;6,25;Nomina
15/6/2024;85;2141001;Aportes IVSS Y SPF ;1ra QUINCENA MES 06-2024;;28,6;Nomina
15/6/2024;85;2141002;Aportes FAOV ;1ra QUINCENA MES 06-2024;;7,8;Nomina
15/6/2024;85;2141003;Aportes INCES ;1ra QUINCENA MES 06-2024;;7,8;Nomina
15/6/2024;85;2161004;Vacaciones por pagar;1ra QUINCENA MES 06-2024;;16,25;Nomina
15/6/2024;85;2161005;Utilidades por pagar;1ra QUINCENA MES 06-2024;;32,5;Nomina
15/6/2024;85;2241001;Prestaciones Sociales por Pagar;1ra QUINCENA MES 06-2024;;81,9;Nomina
15/6/2024;85;2161001;Nomina por Pagar;1ra QUINCENA MES 06-2024;;4.740,35;Nomina
15/6/2024;85;6121040;Gastos de Bancarios y Pasarelas de pago                    ;COM;2.967,01;;BancAmiga
15/6/2024;85;6121046;IGTF Moneda Nacional       ;ITF;2.281,81;;BancAmiga
15/6/2024;85;2114001;Cuentas por Pagar Directivos;RETIRO XXXXX;36.960,00;;BancAmiga
15/6/2024;85;5132002;Arrendamiento; 1ER PAGO DE CONCESION ABRIL 2024;16.500,00;;BancAmiga
15/6/2024;85;5132007;vigilancia;VIGILANCIA CC LAS COLINAS;716,04;;BancAmiga
15/6/2024;85;5131016;Trabajos a Destajo;TRANSF ALEJANDRA;370;;BancAmiga
15/6/2024;85;5132002;Arrendamiento;COMPLEMEN PAGO CONCESION MES DE ABRIL;14.623,18;;BancAmiga
15/6/2024;85;2124004;Islr 1% por pagar;PLANILLA 99044;1.096,84;;BancAmiga
15/6/2024;85;2124007;IGTF Percibido de clientes;PLANILLA  99021;255,12;;BancAmiga
15/6/2024;85;2122003;ISLR Retenido a Proveedores;PLANILLA 99074;130,67;;BancAmiga
15/6/2024;85;5132010;mantenimiento equipos control de acceso vehicular;TRANSF BCO VZLA - Pago Realizado por Administrador;24.200,00;;BancAmiga
15/6/2024;85;5131016;Trabajos a Destajo;PAGO MIGUELINA;600;;BancAmiga
15/6/2024;85;2161001;Nomina por Pagar;NOMINA AL 15/06 XXXXX;790,45;;BancAmiga
15/6/2024;85;2161001;Nomina por Pagar;NOMINA AL 15/06 XXXXX;790,45;;BancAmiga
15/6/2024;85;2161001;Nomina por Pagar;NOMINA AL 15/06 XXXXX;790,45;;BancAmiga
15/6/2024;85;2161001;Nomina por Pagar;NOMINA AL 15/06 XXXXX;790,45;;BancAmiga
15/6/2024;85;2161001;Nomina por Pagar;NOMINA AL 15/06 XXXXX;790,45;;BancAmiga
15/6/2024;85;2114010;Otras Cuentas por Pagar ;PAGO FOSPUCA;6.633,94;;BancAmiga
15/6/2024;85;6121025;Impuestos Municipales                       ;PAGO ALCADIA DE BARUTA;6.588,76;;BancAmiga
15/6/2024;85;1112002;Banco BancaAmiga;Transferencias Realizadas;;117.875,62;BancAmiga
15/6/2024;85;1112002;Banco BancaAmiga;transferencias Recibidas;115.016,21;;BancAmiga
15/6/2024;85;1111001;Caja Principal;LIQUIDACION DE PUNTO;;83.349,12;BancAmiga
15/6/2024;85;4141003;Ingresos Otros;INT;;300,97;BancAmiga
15/6/2024;85;1111001;Caja Principal;PAGO DIRECTO;;22.294,87;BancAmiga
15/6/2024;85;1111001;Caja Principal;TRANSF DESDE BANESCO;;1.000,00;BancAmiga
15/6/2024;85;1111001;Caja Principal;PUESTO YESSICA ;;911,25;BancAmiga
15/6/2024;85;1111001;Caja Principal;TRANSF DE BCO VZLA;;4.900,00;BancAmiga
15/6/2024;85;1111001;Caja Principal;TRANSF  DE XXXXX;;2.260,00;BancAmiga
15/6/2024;85;6121046;IGTF Moneda Nacional       ;ITF;20,09;;Bdv
15/6/2024;85;6121040;Gastos de Bancarios y Pasarelas de pago                    ;COM;4,7;;Bdv
15/6/2024;85;2114001;Cuentas por Pagar Directivos;RETIRO XXXXX;1.000,00;;Bdv
15/6/2024;85;1111001;Caja Principal;TRANSF A BANCAMIGA;400;;Bdv
15/6/2024;85;1112003;Banco de Venezuela;Transferencias realizadas;;1.424,79;Bdv
15/6/2024;85;6121046;IGTF Moneda Nacional       ;ITF;268,8;;Banesco
15/6/2024;85;6121040;Gastos de Bancarios y Pasarelas de pago                    ;COM;150,1;;Banesco
15/6/2024;85;1111001;Caja Principal;TRANSF A BANCAMIGA;400;;Banesco
15/6/2024;85;2114001;Cuentas por Pagar Directivos;RETIRO XXXXX;12.935,00;;Banesco
15/6/2024;85;1112001;Banco Banesco;transferencias realizadas;;13.753,90;Banesco
15/6/2024;85;1112001;Banco Banesco;transferencias recibidas;13.531,43;;Banesco
15/6/2024;85;1111001;Caja Principal;TICKET;;7.872,00;Banesco
15/6/2024;85;1111001;Caja Principal;PRODELLI;;1.827,00;Banesco
15/6/2024;85;1111001;Caja Principal;PUESO FIJO MAYO IN. GONCONSUL;;1.605,93;Banesco
15/6/2024;85;1111001;Caja Principal;PAGO DE MARY PILI;;1.826,50;Banesco
15/6/2024;85;1111001;Caja Principal;TRANSF DESDE VZLA;;400;Banesco
15/6/2024;85;6121023;Comidas, Viajes y Traslados                       ;PASAJE EMPLEADOS;780;;Pago
15/6/2024;85;5132023;matenimiento impresora fiscal;ARMANDO DIX -PROGRAMACION DE MAQUINA REGISTRADORA Usd140;5.110,00;;Pago
15/6/2024;85;5131016;Trabajos a Destajo;MIGUELINA TORRES-LIMPIEZA DE OFICINA Y ESTACIONAMIENTO Usd 30;1.095,00;;Pago
15/6/2024;85;2114001;Cuentas por Pagar Directivos;gastos reembolsables - pago XXXXX Plasencia;;6.985,00;Pago
15/6/2024;85;2114010;Otras Cuentas por Pagar ;Pago facturas Varias - deli, Farmatodo, excelsior;5.156,74;;Pago
15/6/2024;85;2114001;Cuentas por Pagar Directivos;Pago facturas Varias - deli, Farmatodo, excelsior;;5.156,74;Pago
30/6/2024;86;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;97,3;;76306
30/6/2024;86;6121046;IGTF Moneda Nacional       ;FARMATODO, C.A. ;2,92;;76306
30/6/2024;86;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;2,92;76306
30/6/2024;86;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;97,3;76306
30/6/2024;86;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;287,5;;76334
30/6/2024;86;6121046;IGTF Moneda Nacional       ;FARMATODO, C.A. ;1,09;;76334
30/6/2024;86;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;1,09;76334
30/6/2024;86;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;287,5;76334
30/6/2024;86;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;348,97;;52762
30/6/2024;86;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;348,97;52762
30/6/2024;86;6121023;Comidas, Viajes y Traslados                       ;COMERCIALIZADORA 1108, C.A. ;504,29;;101749
30/6/2024;86;2114010;Otras Cuentas por Pagar ;COMERCIALIZADORA 1108, C.A. ;;504,29;101749
30/6/2024;86;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;598,05;;47795
30/6/2024;86;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;598,05;47795
30/6/2024;86;6121023;Comidas, Viajes y Traslados                       ;PANADERIA PASTELERIA SAMI PAN I.G., C.A. ;316,91;;138386
30/6/2024;86;2114010;Otras Cuentas por Pagar ;PANADERIA PASTELERIA SAMI PAN I.G., C.A. ;;316,91;138386
30/6/2024;86;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;529,9;;38904
30/6/2024;86;6121046;IGTF Moneda Nacional       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;15,28;;38904
30/6/2024;86;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;15,28;38904
30/6/2024;86;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;529,9;38904
30/6/2024;86;6121023;Comidas, Viajes y Traslados                       ;GRUPO CSL, C.A.;203,85;;11357
30/6/2024;86;2114010;Otras Cuentas por Pagar ;GRUPO CSL, C.A.;;203,85;11357
30/6/2024;86;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;199,24;;59946
30/6/2024;86;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;199,24;59946
30/6/2024;86;6121023;Comidas, Viajes y Traslados                       ;PANADERIA PASTELERIA SAMI PAN I.G., C.A. ;80,63;;137587
30/6/2024;86;2114010;Otras Cuentas por Pagar ;PANADERIA PASTELERIA SAMI PAN I.G., C.A. ;;80,63;137587
30/6/2024;86;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;65,06;;57478
30/6/2024;86;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;65,06;57478
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.505,38;14
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;880,86;14
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;6.386,24;;14
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.026,42;15
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;804,23;15
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;5.830,65;;15
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.543,81;16
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.047,01;16
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;7.590,82;;16
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.879,94;17
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;940,79;17
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;6.820,73;;17
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.595,47;18
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;895,28;18
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;6.490,75;;18
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;7.207,60;19
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.153,22;19
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;8.360,82;;19
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.500,43;20
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;880,07;20
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;6.380,50;;20
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;948,38;21
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;151,74;21
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;1.100,12;;21
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;1.327,76;22
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;212,44;22
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;1.540,20;;22
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.828,44;23
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.092,55;23
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;7.920,99;;23
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.794,70;24
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;927,15;24
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;6.721,85;;24
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;11.000,78;25
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.760,12;25
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;12.760,90;;25
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;9.009,49;26
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.441,52;26
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;10.451,01;;26
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.467,99;27
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.034,88;27
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;7.502,87;;27
30/6/2024;86;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;1.905,40;28
30/6/2024;86;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;304,86;28
30/6/2024;86;1111001;Caja Principal;RESUMEN DEL DIA;2.210,26;;28
